"uid","y"
5116,0
1118,1
6823,1
11166,1
10037,1
17497,1
14587,1
16256,1
17514,1
1679,1
7493,1
560,1
3957,1
18503,1
15491,1
8177,1
17745,1
13300,0
4358,1
12998,1
3301,1
10664,1
13036,1
3676,1
14475,0
12838,1
13652,1
8679,1
3856,1
14290,1
681,0
19257,1
10306,1
4151,1
6009,1
13379,1
18700,1
11272,0
19702,0
3212,1
14524,1
15544,1
14818,1
5341,1
7218,1
6247,1
17771,1
825,1
1575,1
4774,1
9083,0
13139,1
11399,1
1158,1
9603,1
128,1
6250,1
15643,1
14627,1
19841,1
18450,1
3653,1
5527,1
12638,1
2377,1
15781,1
9181,1
8348,1
7429,1
6876,1
2795,1
7607,1
14865,1
8254,0
3446,1
16645,1
9872,1
5511,1
15845,1
9523,1
2430,1
8081,0
13071,1
16684,1
1286,1
15673,1
8023,1
336,1
13944,1
8093,1
8944,1
6270,1
11431,1
3682,1
6763,1
3457,1
12314,1
18549,1
6462,0
9382,1
12045,0
10114,1
6432,1
15573,1
11577,1
9550,1
9844,1
14175,1
11947,1
19305,1
14211,1
11536,1
15389,1
8215,1
18172,1
7627,1
949,0
5877,1
11857,1
16937,1
16518,1
15265,1
16279,1
694,1
7364,1
8126,1
4401,0
7662,1
13928,0
19700,1
15746,0
2927,1
11594,1
18638,1
17706,1
5016,1
8164,1
2531,1
8672,1
3170,1
12752,1
17898,1
1609,1
15224,0
1890,1
15013,1
10354,1
6980,1
3147,1
7509,1
13477,1
9503,1
18139,1
2452,1
13964,1
19128,1
14655,1
4064,1
18693,1
7334,1
4221,0
4871,1
6746,1
13508,1
3003,1
4215,1
13604,1
6943,1
11620,1
2425,1
16831,1
11545,1
12675,1
11822,1
832,1
10968,1
1339,1
9508,1
10933,1
2748,1
10928,1
767,1
15129,1
6306,1
11302,1
11866,1
3390,1
9571,1
17670,1
141,1
16196,1
6332,0
8446,1
3283,0
1305,1
13095,0
10017,1
388,0
7355,1
16470,0
12120,1
11082,1
6287,1
3203,1
8766,1
14145,1
7523,1
12356,1
18028,1
311,1
9452,1
2240,1
17040,1
16134,1
14212,1
15801,1
2963,1
4330,1
6725,0
7831,0
17233,1
8061,1
5162,1
3288,1
10910,1
11078,1
16247,1
5214,1
7868,1
2082,1
18233,1
19321,1
12433,1
16128,1
845,1
19071,0
17968,1
4050,0
4881,1
472,1
2087,1
13980,1
12385,0
6172,1
14041,1
12338,1
12747,1
9229,1
4593,0
17782,0
18742,1
7551,1
13691,1
7083,1
655,0
4309,1
17222,1
18776,1
16002,1
5058,1
960,1
11188,1
10966,1
7078,1
3161,1
7405,1
3702,1
9175,1
903,1
1332,1
2014,1
2182,1
14188,1
6920,1
4781,0
3921,1
4010,1
1641,1
2266,1
4402,1
13606,1
3421,1
13771,1
1614,1
5358,1
3836,1
19467,1
14440,0
12334,1
14906,1
2953,1
2393,0
15415,1
13212,1
9626,0
8949,1
5548,1
7478,1
17941,1
10827,1
8608,1
3731,1
11836,0
771,1
17694,1
16898,1
12053,1
1480,1
11507,1
10091,1
8062,1
18838,1
14599,1
11599,1
12264,1
19324,1
2084,1
13201,1
4408,1
2427,0
10080,1
10975,1
8881,1
1908,1
12695,1
19529,1
5249,1
353,1
15999,1
12362,1
9712,1
9445,1
18773,1
5464,1
16533,1
1410,1
16434,1
6225,1
19448,0
12168,1
5195,1
12488,1
16380,1
17196,1
5563,1
1739,1
13953,1
16435,0
8718,1
5080,1
12871,1
5866,0
18680,1
431,1
6151,1
5001,1
16439,1
1860,1
6251,0
10535,1
8580,0
736,1
1816,1
18770,1
17506,1
12065,1
5205,1
5780,1
10078,1
8965,1
6208,1
4194,1
14810,1
7332,1
17003,1
14724,0
16904,0
8931,1
19480,1
923,1
8833,1
4505,1
8687,1
9665,0
2693,1
11810,1
8302,1
17198,1
17268,1
14437,1
14460,0
9442,1
17059,0
17671,1
19175,1
9333,0
14230,1
9881,1
7238,1
8455,1
7216,1
15469,1
16621,1
18341,1
6896,0
4554,1
13819,1
2807,1
12645,1
7715,1
17528,1
19954,1
17845,1
13752,0
10798,1
18331,1
2907,1
3066,1
15105,1
18914,0
2992,1
4866,1
3163,1
13625,1
14550,1
18630,0
7076,1
11313,1
18109,1
19849,1
13005,0
10730,1
11728,1
5729,0
18597,1
3489,0
5143,1
2674,1
12204,1
14005,1
8821,0
19391,1
1648,1
18182,1
14315,1
10268,1
13800,1
3974,1
5303,1
1919,0
6548,0
10004,1
3872,1
1615,1
12726,1
3986,1
3624,1
5426,1
16503,1
7979,1
9218,1
6975,1
1503,1
18376,1
4125,1
18993,1
3838,1
1472,1
11990,1
13166,1
7763,1
2632,1
2466,1
14074,0
13435,1
6540,1
7813,1
13443,1
19225,0
10941,1
8084,1
4907,1
9037,1
6333,1
17011,1
6130,0
16624,1
5580,1
15426,1
16805,1
15289,1
2755,1
16911,1
12088,1
13998,1
13448,1
5279,0
2947,0
7987,1
5370,1
19780,1
9271,1
19760,1
16369,1
4318,1
14274,0
14022,1
19371,1
13492,1
4084,1
7214,1
11942,1
16453,1
10340,1
8712,1
15504,1
18030,1
14666,1
18602,0
4028,1
1141,1
9474,1
16184,0
8941,1
9553,1
9446,1
2486,1
3551,1
11065,1
5701,1
10840,1
1010,1
2441,0
14665,1
4099,1
5700,1
8404,0
16717,1
10953,1
14519,1
3818,0
1791,1
4378,1
12394,0
17079,1
13499,1
5225,1
17971,1
9598,1
12589,1
5676,1
19082,1
2908,1
16056,1
11584,1
14986,1
8051,1
6986,1
1056,1
18755,1
5269,1
7425,0
3111,1
9743,1
3325,1
4359,1
19867,1
7802,1
16925,1
7113,0
6166,1
13375,1
6545,1
3843,1
9853,1
2067,1
15482,1
14602,1
2165,1
13218,1
8665,1
10830,1
10115,1
14729,1
2729,1
1588,0
8576,1
12792,0
6406,1
4483,1
9587,1
5231,1
10112,1
7681,1
3077,1
2551,1
15863,1
7349,1
2047,1
3911,1
2933,1
5573,1
19149,1
9381,1
12905,1
17852,1
9937,1
11472,0
521,1
19173,1
15697,1
18771,1
16373,1
12409,1
4897,1
6474,1
2410,1
2760,1
11102,1
6160,1
14326,1
19540,1
1275,1
6594,0
589,1
6308,1
5299,1
13759,1
6400,1
3020,1
15087,1
10339,1
8758,1
14693,1
19013,1
15972,1
17493,1
14453,1
11766,0
8841,1
18056,1
12458,1
3820,1
15139,1
11516,1
18426,0
7062,1
16738,0
15735,1
17865,1
16973,1
1801,1
4461,1
9145,1
18184,1
17682,1
9060,1
5427,1
9074,1
1783,1
4372,1
10702,1
10368,1
3322,1
4834,1
10045,1
5440,1
14473,1
18900,1
2467,1
17607,0
18334,1
8958,1
15624,1
19006,1
5763,1
6366,0
11351,1
9780,1
4677,1
9655,1
7486,1
11911,1
10569,1
17642,1
14557,1
7267,1
12236,1
19261,1
11928,1
13786,1
4293,1
15928,1
4836,1
19941,1
905,1
14780,1
4385,1
799,1
8830,1
7340,0
270,1
5872,1
14425,1
6884,1
16987,1
18373,1
13699,1
10955,1
4447,1
13503,0
3410,1
2482,0
3190,1
6543,1
17780,1
1800,0
8091,1
4843,1
15334,1
19479,1
9056,1
5204,1
1586,1
15706,1
10344,1
19325,1
4666,0
15662,1
9760,1
10793,1
9496,1
11817,1
3778,1
15146,1
16619,1
15045,1
12544,1
15152,1
8413,1
19221,1
12495,1
18535,0
485,1
10278,1
12417,1
11483,1
8730,1
18124,1
14388,1
11618,1
3725,1
5936,1
16352,1
13344,1
19666,1
553,1
4912,1
4704,0
13851,1
9423,1
11364,1
3357,1
6960,0
15307,1
5669,1
17376,1
4691,1
17867,1
3638,1
13461,1
9541,0
17826,0
2440,1
518,1
3636,1
1340,0
1164,1
3216,0
656,1
10460,1
6913,1
11492,1
3049,1
3469,1
2879,1
19975,1
15197,1
2103,1
19057,1
14122,1
26,1
14721,1
7772,1
2737,0
15165,1
17803,0
383,1
12249,1
3468,1
8918,1
5274,1
6340,1
19810,1
14842,1
19973,1
4320,0
17349,1
11699,1
15599,1
18299,1
14549,1
9070,1
7847,1
1049,1
18250,1
15301,1
3164,1
11139,1
9889,1
356,1
150,1
3452,1
11821,1
14213,1
19621,1
15698,1
14189,1
12928,0
7648,0
8097,1
9676,1
14299,1
2620,1
12516,1
17742,1
1324,1
17672,1
8343,1
19222,1
2858,1
11691,1
12623,1
3979,1
1916,1
1492,1
16410,1
1744,0
7599,1
6446,0
2064,1
10019,1
13683,1
15943,1
10746,1
12290,1
1308,1
8287,1
10619,0
18889,1
15075,1
16151,1
13103,1
17242,1
14456,1
13205,1
6982,1
16189,1
10345,1
2491,1
12818,1
4181,1
1990,1
4162,1
18956,1
5886,1
14139,1
7630,1
18455,1
14017,1
13303,1
17853,1
17304,1
9868,1
5746,1
946,1
9738,0
10693,0
9892,1
660,1
18166,1
4960,0
8342,1
625,1
7174,1
15347,1
16402,1
1498,1
13391,1
19306,1
5969,0
9577,1
16808,1
3154,1
15917,1
872,1
16239,1
18278,1
14464,1
19070,1
3436,1
4797,1
11439,1
488,1
15543,1
9045,1
6155,1
16441,1
1392,1
3192,0
5956,1
17124,1
1799,1
17686,1
15275,1
8146,1
7032,1
5296,1
7965,1
12402,1
2585,1
2312,1
9051,1
715,1
19547,1
14301,1
11066,1
12432,1
6661,1
17395,1
1067,1
1301,1
4640,1
9396,1
12577,1
14132,1
11189,1
13941,1
13404,1
12278,1
19216,1
8757,1
5553,1
5533,0
19800,1
19053,1
17661,1
7758,1
8869,1
13075,1
2041,1
16286,1
16177,1
14697,1
6098,0
11454,0
9699,1
6357,1
15626,1
19860,1
17231,1
17794,1
5163,1
12938,1
11506,1
6706,1
14078,1
13823,1
17047,1
7750,1
17989,1
379,1
16783,1
9100,0
10095,1
13526,1
7013,1
9727,1
5864,1
16526,1
5221,0
17492,1
10990,1
8099,1
5689,1
982,1
18881,1
852,1
18000,1
17171,0
19723,1
1512,1
2193,1
7096,0
17166,1
19560,1
976,1
17259,1
17645,1
10322,1
15005,1
13545,0
6345,1
14961,1
6442,1
17576,1
10884,1
7160,1
11237,1
11200,1
214,1
4641,1
3794,1
8358,1
317,1
14504,1
11182,1
16472,1
16622,1
7451,1
6829,1
18057,1
7646,1
19793,1
4763,1
9786,0
1078,1
11289,1
1390,1
636,1
2835,0
10926,1
18761,0
14210,1
9267,1
5171,1
11685,1
13016,1
11146,0
