uid,n_null,discret_null
12423,37,2
7287,164,4
17369,53,2
1551,49,2
13211,155,4
3119,56,2
16838,153,4
205,47,2
13458,53,2
16226,62,2
6127,36,2
1622,52,2
3092,40,2
5310,158,4
11617,172,4
12272,167,4
16210,52,2
7990,46,2
1918,51,2
16861,47,2
8695,44,2
9027,41,2
7376,166,4
16836,58,2
8386,63,2
16680,62,2
14917,52,2
7484,55,2
10522,35,2
16493,59,2
19628,61,2
4765,39,2
17562,62,2
16075,56,2
9907,34,2
17480,155,4
13976,17,1
15058,42,2
10703,61,2
6303,175,4
454,157,4
17517,156,4
197,47,2
8280,163,4
19798,164,4
2822,51,2
11523,58,2
11889,59,2
820,51,2
6194,54,2
5768,60,2
12066,49,2
7259,153,4
16731,157,4
9330,152,4
9748,165,4
6262,32,1
6720,41,2
18619,53,2
9165,38,2
1080,161,4
2778,38,2
14872,168,4
5585,165,4
9865,32,1
10802,51,2
15705,40,2
10529,45,2
5144,164,4
14586,58,2
8516,152,4
17286,64,2
6109,60,2
14605,178,4
18176,32,1
14832,52,2
2516,163,4
5694,31,1
703,47,2
9824,161,4
12865,60,2
17927,161,4
5455,176,4
16202,37,2
6967,159,4
13279,66,2
14845,47,2
10739,53,2
4468,160,4
15601,166,4
269,167,4
814,46,2
14632,51,2
17967,179,4
6423,46,2
6549,170,4
3461,59,2
3445,50,2
14015,163,4
5921,62,2
18431,43,2
14191,187,4
8564,52,2
13732,160,4
10329,161,4
1333,48,2
18674,43,2
17835,41,2
17068,173,4
14629,165,4
19949,57,2
18589,37,2
16370,31,1
4851,42,2
537,53,2
15882,51,2
4146,43,2
10405,60,2
8031,38,2
8403,46,2
6,33,2
14543,40,2
5278,60,2
4379,169,4
9166,155,4
14297,50,2
19105,45,2
19140,49,2
16387,59,2
2453,43,2
15776,163,4
18893,52,2
14280,33,2
3833,30,1
13240,171,4
2831,45,2
7623,154,4
15233,42,2
16127,47,2
3840,40,2
382,161,4
647,41,2
8017,179,4
16443,52,2
12005,63,2
12929,52,2
7767,154,4
2983,34,2
2821,46,2
14713,58,2
847,57,2
7826,156,4
3928,42,2
10304,55,2
13789,35,2
11673,158,4
17813,50,2
2136,175,4
3126,153,4
9291,47,2
1327,38,2
6978,48,2
4846,37,2
1935,53,2
8661,26,1
8080,67,2
19574,41,2
6420,55,2
6403,162,4
12436,52,2
2141,177,4
16770,49,2
7441,159,4
5597,157,4
12875,169,4
12986,46,2
18928,46,2
18577,152,4
257,56,2
15870,54,2
14869,187,4
8960,53,2
11774,56,2
3141,160,4
6006,37,2
18599,52,2
2855,178,4
11686,36,2
6365,162,4
15455,43,2
14677,37,2
168,48,2
17487,33,2
10903,160,4
12155,47,2
554,45,2
17332,39,2
18501,43,2
14971,45,2
13442,77,3
19355,155,4
8870,28,1
18264,58,2
15591,56,2
4437,161,4
9469,166,4
12798,59,2
2478,182,4
18651,158,4
9869,37,2
10172,34,2
15614,48,2
14127,57,2
9781,42,2
8501,37,2
18664,56,2
5567,61,2
19931,171,4
4702,163,4
19365,38,2
6957,43,2
5476,52,2
8262,162,4
4565,53,2
20000,152,4
9154,58,2
13192,28,1
3033,41,2
18526,166,4
4803,155,4
15319,159,4
3292,47,2
15877,41,2
14497,40,2
16374,49,2
15437,46,2
16356,163,4
11031,43,2
17099,55,2
4177,55,2
11950,45,2
12295,47,2
19658,45,2
9168,48,2
2024,56,2
3900,48,2
2566,166,4
19431,169,4
18492,186,4
17315,159,4
3255,48,2
2508,25,1
17779,162,4
12696,167,4
18847,55,2
4780,47,2
16014,162,4
19069,177,4
8199,61,2
7513,44,2
16301,171,4
11560,45,2
18593,51,2
2702,53,2
17876,43,2
1766,58,2
6038,59,2
17509,38,2
16299,60,2
8324,48,2
7505,36,2
7783,232,5
8985,49,2
15633,43,2
18469,60,2
10722,45,2
16981,171,4
13050,51,2
15464,42,2
13237,152,4
17888,42,2
12514,50,2
12663,35,2
16079,36,2
4150,52,2
10728,66,2
15427,167,4
14944,57,2
7399,65,2
18669,180,4
10104,51,2
9299,41,2
14974,38,2
7136,51,2
4152,38,2
14184,42,2
18080,50,2
7746,46,2
19601,173,4
17470,38,2
11561,172,4
10862,48,2
11109,52,2
4469,50,2
17459,156,4
10336,54,2
17632,52,2
13748,167,4
666,61,2
12056,43,2
3009,63,2
16774,42,2
15106,42,2
7548,163,4
7800,51,2
17027,173,4
4308,36,2
4480,59,2
17060,56,2
19015,176,4
13827,163,4
3494,48,2
11585,31,1
18903,156,4
1753,36,2
12227,41,2
2408,42,2
2300,45,2
19187,44,2
7228,42,2
11094,160,4
8867,51,2
6380,39,2
6772,49,2
9204,58,2
5076,32,1
19120,162,4
17857,164,4
14304,161,4
1445,45,2
12092,60,2
8335,157,4
2798,55,2
10672,170,4
611,59,2
4103,61,2
11794,162,4
11887,44,2
7600,50,2
10837,49,2
14194,157,4
18259,49,2
391,61,2
10448,52,2
12552,50,2
19641,51,2
15940,46,2
17609,44,2
16049,56,2
17903,50,2
1887,47,2
12669,53,2
11164,59,2
14626,56,2
17715,41,2
15727,47,2
6334,173,4
15386,46,2
7027,63,2
12296,159,4
1740,37,2
15272,166,4
12095,64,2
15821,45,2
12243,40,2
4855,61,2
16611,176,4
15315,52,2
2678,51,2
14855,47,2
16865,165,4
3880,159,4
2100,39,2
9762,173,4
17540,45,2
19638,66,2
3198,55,2
4959,52,2
18719,34,2
2284,45,2
12172,56,2
11655,164,4
1585,56,2
776,62,2
6426,46,2
15064,163,4
9288,45,2
18811,46,2
7477,168,4
8350,45,2
9227,167,4
8163,48,2
2657,58,2
16399,169,4
5471,156,4
6014,51,2
16655,68,2
11500,35,2
17229,38,2
13284,165,4
1313,39,2
1977,67,2
17529,37,2
18200,54,2
10193,50,2
7185,160,4
1028,42,2
1756,44,2
13245,60,2
11955,61,2
10774,157,4
7510,54,2
13418,39,2
19756,151,4
6090,58,2
14187,152,4
19774,56,2
8535,42,2
10689,49,2
2871,57,2
14255,163,4
19789,173,4
11747,177,4
4005,65,2
9608,36,2
12756,41,2
3637,173,4
2207,29,1
192,61,2
17959,50,2
16994,50,2
9417,39,2
6041,51,2
3684,56,2
13341,171,4
13307,27,1
11530,47,2
9939,46,2
1873,42,2
1130,39,2
13293,53,2
19998,34,2
16378,39,2
6494,56,2
7759,61,2
9357,42,2
1442,173,4
3509,57,2
3518,56,2
9593,57,2
15458,43,2
17635,43,2
3950,44,2
15209,45,2
19828,46,2
16305,162,4
10959,47,2
18222,33,2
10679,183,4
15874,47,2
2791,54,2
1444,162,4
2107,56,2
18309,68,2
4999,165,4
18282,171,4
11295,49,2
7711,175,4
11956,65,2
19056,150,4
7356,44,2
11314,167,4
921,70,3
12673,41,2
18494,159,4
19880,151,4
15913,178,4
3236,154,4
3546,155,4
4726,59,2
2155,180,4
6471,161,4
13268,47,2
5021,63,2
15586,166,4
10194,51,2
6222,42,2
7487,38,2
11746,49,2
15653,58,2
7614,166,4
10631,43,2
13078,154,4
4490,47,2
7933,46,2
12350,52,2
10397,62,2
15006,173,4
2432,48,2
2929,172,4
11761,45,2
12888,47,2
10528,46,2
16977,153,4
2016,56,2
16181,45,2
4180,50,2
17792,38,2
659,39,2
15502,45,2
1320,45,2
13411,182,4
3465,47,2
8297,59,2
19956,63,2
10088,44,2
5799,43,2
9639,172,4
14431,48,2
9492,44,2
8827,47,2
18528,173,4
10778,65,2
13713,175,4
7072,54,2
12527,50,2
10937,167,4
6112,54,2
18460,53,2
10504,42,2
4484,47,2
17416,65,2
15399,179,4
17708,169,4
18021,168,4
10317,41,2
17453,169,4
6954,160,4
6239,41,2
16103,46,2
16229,48,2
5245,174,4
3810,48,2
16289,42,2
11496,51,2
11278,47,2
15906,157,4
3968,47,2
499,64,2
8410,34,2
11974,41,2
12880,156,4
11927,175,4
13129,44,2
16024,161,4
8570,41,2
619,153,4
13488,40,2
641,61,2
10177,51,2
10609,44,2
15411,56,2
8953,175,4
19054,40,2
7145,45,2
17308,161,4
6776,53,2
4710,171,4
13294,52,2
4920,158,4
7165,53,2
8277,32,1
14775,48,2
19373,59,2
1203,43,2
18959,43,2
18587,164,4
18868,165,4
15370,49,2
1560,153,4
4853,32,1
2304,162,4
15918,240,5
11811,154,4
15693,51,2
2712,159,4
13921,41,2
8882,172,4
6234,47,2
13349,157,4
11004,45,2
17928,180,4
8991,43,2
12975,50,2
19283,49,2
3064,151,4
14790,62,2
2714,57,2
6409,159,4
18748,160,4
12557,160,4
16914,163,4
6932,155,4
14135,46,2
5901,47,2
165,43,2
10063,62,2
12248,52,2
3046,155,4
3507,56,2
18676,40,2
19244,57,2
13105,40,2
14981,170,4
9524,52,2
10565,160,4
2704,47,2
8419,181,4
11361,47,2
7275,44,2
4501,38,2
3931,49,2
8756,59,2
2572,45,2
9459,44,2
5356,54,2
7840,178,4
13740,53,2
12534,152,4
8279,162,4
15249,154,4
8683,42,2
13777,51,2
18275,60,2
12446,91,3
10462,48,2
9220,44,2
5590,35,2
7581,46,2
7272,44,2
2358,66,2
10598,180,4
8065,57,2
6674,45,2
12220,169,4
5452,33,2
3901,170,4
17054,179,4
11977,170,4
2118,34,2
2783,48,2
2228,36,2
9323,159,4
4079,24,1
4051,55,2
11132,36,2
7796,62,2
674,167,4
13974,60,2
14374,174,4
279,28,1
9294,175,4
18436,47,2
2935,151,4
10461,48,2
5539,46,2
16575,163,4
5906,48,2
17062,172,4
18261,53,2
5738,55,2
16674,42,2
11605,171,4
2936,57,2
13867,175,4
39,63,2
11612,161,4
12055,50,2
16421,35,2
1621,39,2
11100,162,4
16713,48,2
15721,44,2
16483,46,2
6012,1050,5
3909,44,2
17050,46,2
12494,62,2
7103,42,2
19625,45,2
1371,52,2
15842,41,2
5258,36,2
11023,38,2
16931,40,2
17719,50,2
18311,58,2
13651,49,2
11681,47,2
591,49,2
18201,22,1
13544,174,4
10094,38,2
13506,164,4
3681,182,4
9069,45,2
1167,164,4
10100,47,2
6633,42,2
5758,46,2
19877,161,4
7765,161,4
14975,53,2
16365,49,2
19926,168,4
2293,48,2
239,44,2
13127,46,2
8728,63,2
1247,162,4
10212,36,2
10602,45,2
6404,63,2
16171,42,2
18750,38,2
8735,57,2
10879,45,2
3819,64,2
5062,155,4
7793,152,4
9965,60,2
13854,64,2
17034,169,4
19532,180,4
15176,53,2
9107,38,2
10333,50,2
1861,43,2
13872,55,2
19235,47,2
9633,46,2
17953,61,2
62,36,2
11512,46,2
18271,41,2
16570,56,2
15235,34,2
19115,59,2
5786,47,2
19228,45,2
11476,52,2
8904,73,3
17851,58,2
207,35,2
9925,173,4
7434,47,2
19930,30,1
16585,60,2
12293,43,2
15885,24,1
16464,67,2
10406,54,2
610,71,3
4753,55,2
15256,52,2
14555,166,4
2638,177,4
17348,28,1
16868,59,2
13520,176,4
14507,51,2
9830,49,2
18508,154,4
19160,37,2
2741,41,2
6584,45,2
15009,159,4
3076,70,3
18614,168,4
480,51,2
2623,170,4
2733,46,2
11713,170,4
6201,171,4
13133,38,2
17290,49,2
7804,181,4
12700,158,4
7733,49,2
12949,61,2
10686,51,2
3454,160,4
19680,161,4
5520,159,4
17902,1050,5
11800,162,4
1281,61,2
13403,44,2
3873,43,2
6141,61,2
4635,174,4
14933,171,4
13962,180,4
11055,167,4
7253,43,2
8696,60,2
1304,56,2
4578,55,2
7907,56,2
3386,157,4
5851,157,4
7986,172,4
1477,46,2
1870,44,2
18999,156,4
14283,168,4
9943,54,2
16789,54,2
16037,50,2
15778,66,2
13546,55,2
7387,158,4
14589,63,2
18905,49,2
9232,158,4
14067,161,4
16846,47,2
15752,56,2
13451,44,2
15536,41,2
16087,148,4
18228,170,4
10070,46,2
18398,53,2
3729,170,4
13003,184,4
13530,45,2
10906,48,2
19804,48,2
19232,43,2
6407,43,2
8372,167,4
4294,61,2
19277,44,2
19879,171,4
3323,46,2
14680,65,2
4954,38,2
4041,38,2
16302,54,2
5732,174,4
7367,38,2
7617,41,2
5123,162,4
19218,69,2
18766,41,2
2181,52,2
12145,42,2
9122,48,2
1556,31,1
6563,1050,5
16097,54,2
7404,47,2
1328,56,2
12384,168,4
9650,184,4
6427,45,2
8520,41,2
7244,68,2
14740,46,2
12335,163,4
14634,150,4
2135,40,2
3599,162,4
19035,159,4
18011,56,2
16933,183,4
6089,40,2
7671,162,4
7237,61,2
2788,38,2
29,183,4
1368,162,4
5632,49,2
16886,163,4
2474,45,2
2227,61,2
17107,53,2
11181,160,4
9783,175,4
4835,164,4
7887,48,2
11186,160,4
5085,162,4
5420,179,4
9111,175,4
3018,45,2
14965,48,2
3966,40,2
5839,169,4
19755,173,4
500,61,2
18573,156,4
2157,161,4
16913,156,4
9851,162,4
19895,42,2
4085,164,4
18304,55,2
16549,45,2
1693,45,2
14195,48,2
2718,65,2
18925,184,4
1595,42,2
1023,54,2
13368,173,4
8110,47,2
7678,157,4
6610,32,1
3942,39,2
16344,162,4
2039,53,2
3516,164,4
15473,29,1
6735,41,2
4654,51,2
7057,160,4
6369,65,2
18147,48,2
14847,48,2
1217,159,4
7596,39,2
11701,29,1
17681,47,2
18722,47,2
14577,160,4
13130,58,2
10805,47,2
9187,168,4
6963,165,4
15976,157,4
19226,49,2
16012,40,2
8131,166,4
13942,158,4
6075,160,4
17543,41,2
14080,183,4
11938,176,4
5972,30,1
16635,174,4
6417,37,2
9030,166,4
10181,156,4
12029,57,2
17016,41,2
11411,162,4
14977,159,4
15229,44,2
17724,176,4
3771,46,2
5967,40,2
15133,177,4
12275,47,2
7026,169,4
8004,162,4
884,58,2
2709,179,4
18782,49,2
18374,174,4
14237,70,3
3116,172,4
12598,58,2
8907,56,2
4598,44,2
13588,173,4
11717,49,2
265,61,2
8658,38,2
11777,44,2
19162,64,2
9794,171,4
9405,29,1
11030,66,2
1170,65,2
4031,30,1
7825,166,4
15242,37,2
2475,177,4
16715,162,4
15425,180,4
10527,50,2
18466,177,4
17235,41,2
16129,182,4
19125,34,2
15084,48,2
11993,197,5
12565,166,4
11033,50,2
9695,56,2
13270,43,2
3932,43,2
15708,171,4
6874,160,4
16690,32,1
13859,174,4
13978,60,2
2062,63,2
17094,172,4
2398,38,2
3363,160,4
8639,174,4
18921,156,4
4777,54,2
3756,47,2
11427,42,2
2945,174,4
1928,47,2
19349,49,2
7366,46,2
6675,55,2
8799,54,2
16418,45,2
463,58,2
18197,162,4
3897,172,4
209,59,2
5164,40,2
18106,179,4
8381,45,2
15061,153,4
11796,165,4
3522,62,2
11070,60,2
13107,46,2
6205,169,4
7934,39,2
14753,136,3
18218,43,2
14957,41,2
11580,160,4
3862,44,2
12685,162,4
3450,166,4
12373,164,4
18485,179,4
9046,37,2
10546,183,4
14785,50,2
3129,165,4
1356,165,4
1262,61,2
10727,48,2
3996,165,4
15390,41,2
7819,41,2
19678,45,2
17414,39,2
8844,61,2
15429,39,2
6724,56,2
15612,172,4
10291,158,4
2811,51,2
12190,65,2
8018,49,2
11344,51,2
19677,37,2
6931,59,2
12791,53,2
9701,167,4
5418,58,2
16840,47,2
15811,58,2
17718,54,2
17320,49,2
12075,42,2
1920,37,2
6713,34,2
4748,153,4
11583,159,4
11946,61,2
7682,46,2
13655,63,2
11228,50,2
9638,172,4
15456,58,2
15160,46,2
8503,49,2
5697,57,2
5714,57,2
2689,29,1
12802,176,4
10984,42,2
7512,166,4
9535,58,2
10300,35,2
11405,162,4
8447,44,2
1063,41,2
17589,43,2
15909,61,2
17158,95,3
8401,46,2
2211,154,4
3258,62,2
6066,167,4
7816,49,2
4521,170,4
1822,56,2
19844,51,2
10079,158,4
8736,49,2
12741,44,2
10772,40,2
15364,45,2
19172,55,2
8629,50,2
11309,166,4
14398,153,4
14763,150,4
7685,43,2
9745,44,2
16246,47,2
5224,165,4
2618,42,2
1153,42,2
4805,45,2
12037,54,2
17720,169,4
3307,33,2
1338,155,4
13551,167,4
11982,161,4
4830,41,2
3954,175,4
10059,160,4
6209,171,4
9478,43,2
18662,34,2
16834,171,4
10822,45,2
4782,40,2
870,178,4
4678,182,4
15908,157,4
15549,64,2
15257,32,1
5096,43,2
517,44,2
17428,48,2
15679,182,4
14813,35,2
4958,175,4
11614,60,2
9118,44,2
14372,39,2
1716,172,4
1523,163,4
12231,159,4
4045,43,2
19475,49,2
18407,53,2
11802,45,2
11973,64,2
17841,162,4
4370,156,4
12035,41,2
1898,44,2
14924,53,2
19752,161,4
18169,46,2
11037,39,2
911,36,2
6856,43,2
6789,53,2
193,57,2
8831,173,4
15561,47,2
18196,44,2
3110,179,4
3992,46,2
1670,54,2
1336,62,2
6217,186,4
7378,42,2
4153,43,2
19340,44,2
2407,63,2
10374,41,2
19907,161,4
17717,177,4
8132,162,4
9533,53,2
7000,161,4
5078,55,2
6167,37,2
15086,181,4
16616,41,2
5706,185,4
16572,40,2
18221,44,2
19653,176,4
9592,44,2
272,39,2
9774,38,2
409,164,4
12688,173,4
6583,56,2
10016,37,2
9935,172,4
10922,60,2
14155,42,2
9251,236,5
9309,50,2
2138,170,4
13084,51,2
5973,63,2
1194,56,2
155,55,2
1494,174,4
13271,42,2
6949,169,4
6185,33,2
7140,46,2
2308,46,2
2277,152,4
16803,165,4
7104,37,2
8160,157,4
6449,42,2
4902,168,4
16261,59,2
7053,32,1
7341,152,4
8778,43,2
10274,36,2
18978,65,2
15004,25,1
12242,28,1
19600,43,2
17121,166,4
407,53,2
17344,48,2
491,162,4
10808,42,2
7397,59,2
7998,62,2
11358,172,4
8270,46,2
10683,42,2
11207,47,2
692,165,4
1616,39,2
12579,44,2
18712,146,3
17749,45,2
12583,50,2
10809,159,4
15991,43,2
8651,160,4
19092,166,4
5359,161,4
8142,164,4
8596,41,2
778,161,4
6220,166,4
15700,49,2
19446,55,2
7097,38,2
19605,50,2
19784,165,4
6037,173,4
18655,153,4
16736,64,2
17026,46,2
16907,175,4
10860,46,2
5515,51,2
10697,40,2
1810,39,2
11531,48,2
17031,35,2
4924,68,2
18996,61,2
16605,158,4
4307,157,4
4216,156,4
3719,43,2
17583,167,4
17550,52,2
15656,158,4
19046,98,3
235,63,2
16143,51,2
8812,47,2
10424,61,2
8355,167,4
61,172,4
3759,61,2
8640,46,2
4723,42,2
2255,44,2
190,165,4
15910,59,2
3136,42,2
10316,38,2
12518,46,2
18542,38,2
18230,42,2
15052,158,4
14707,167,4
10165,44,2
10067,48,2
19072,38,2
14096,48,2
18944,161,4
5165,161,4
4002,45,2
1223,41,2
5817,164,4
9326,59,2
18931,45,2
18417,152,4
16137,148,4
15417,55,2
16675,58,2
2803,41,2
6381,46,2
8971,46,2
1524,42,2
11991,54,2
18544,151,4
6505,173,4
10769,36,2
14103,42,2
13377,42,2
16225,57,2
24,164,4
18180,60,2
5189,47,2
17270,50,2
10907,49,2
758,59,2
5526,165,4
18303,166,4
18401,41,2
10435,163,4
7884,154,4
3010,168,4
3037,55,2
1553,44,2
1689,53,2
7415,58,2
7304,52,2
2728,48,2
8337,44,2
1774,51,2
19594,30,1
14311,176,4
1628,70,3
1469,161,4
19917,61,2
759,46,2
2699,49,2
194,177,4
17838,168,4
6719,42,2
338,170,4
16593,55,2
9130,175,4
11756,45,2
3279,167,4
16681,59,2
18667,165,4
14467,36,2
7592,63,2
7065,47,2
2080,180,4
10266,54,2
7459,44,2
12859,46,2
19923,46,2
2164,158,4
557,165,4
19671,54,2
14332,58,2
1644,160,4
6620,48,2
18389,50,2
19807,175,4
7130,155,4
891,62,2
13650,37,2
18177,158,4
7420,41,2
11552,38,2
902,42,2
7536,46,2
11997,52,2
1967,157,4
1406,49,2
15751,161,4
4458,162,4
11961,61,2
2128,160,4
9135,166,4
1506,44,2
13775,51,2
9721,40,2
3395,42,2
5116,152,4
1118,173,4
6823,43,2
11166,37,2
10037,164,4
17497,61,2
14587,160,4
16256,45,2
17514,46,2
1679,66,2
7493,159,4
560,48,2
3957,53,2
18503,36,2
15491,51,2
8177,39,2
17745,155,4
13300,22,1
4358,159,4
12998,46,2
3301,46,2
10664,176,4
13036,59,2
3676,69,2
14475,48,2
12838,158,4
13652,41,2
8679,52,2
3856,169,4
14290,159,4
681,62,2
19257,170,4
10306,22,1
4151,36,2
6009,49,2
13379,52,2
18700,42,2
11272,30,1
19702,169,4
3212,163,4
14524,47,2
15544,165,4
14818,52,2
5341,168,4
7218,50,2
6247,162,4
17771,38,2
825,53,2
1575,168,4
4774,149,4
9083,164,4
13139,32,1
11399,37,2
1158,60,2
9603,40,2
128,44,2
6250,41,2
15643,173,4
14627,42,2
19841,168,4
18450,53,2
3653,33,2
5527,32,1
12638,58,2
2377,46,2
15781,170,4
9181,44,2
8348,53,2
7429,42,2
6876,159,4
2795,163,4
7607,161,4
14865,165,4
8254,51,2
3446,156,4
16645,164,4
9872,48,2
5511,39,2
15845,170,4
9523,40,2
2430,53,2
8081,60,2
13071,48,2
16684,175,4
1286,62,2
15673,166,4
8023,48,2
336,159,4
13944,47,2
8093,46,2
8944,40,2
6270,30,1
11431,177,4
3682,185,4
6763,47,2
3457,54,2
12314,165,4
18549,164,4
6462,56,2
9382,33,2
12045,70,3
10114,47,2
6432,174,4
15573,173,4
11577,177,4
9550,174,4
9844,55,2
14175,71,3
11947,83,3
19305,48,2
14211,57,2
11536,39,2
15389,65,2
8215,39,2
18172,45,2
7627,92,3
949,42,2
5877,48,2
11857,46,2
16937,70,3
16518,64,2
15265,44,2
16279,44,2
694,48,2
7364,54,2
8126,42,2
4401,35,2
7662,174,4
13928,49,2
19700,44,2
15746,174,4
2927,48,2
11594,59,2
18638,47,2
17706,179,4
5016,49,2
8164,164,4
2531,54,2
8672,45,2
3170,42,2
12752,153,4
17898,44,2
1609,163,4
15224,57,2
1890,159,4
15013,163,4
10354,37,2
6980,64,2
3147,61,2
7509,165,4
13477,54,2
9503,58,2
18139,270,5
2452,43,2
13964,53,2
19128,39,2
14655,168,4
4064,157,4
18693,43,2
7334,172,4
4221,159,4
4871,55,2
6746,41,2
13508,41,2
3003,158,4
4215,176,4
13604,153,4
6943,64,2
11620,47,2
2425,190,4
16831,42,2
11545,47,2
12675,51,2
11822,37,2
832,42,2
10968,160,4
1339,38,2
9508,163,4
10933,59,2
2748,168,4
10928,155,4
767,163,4
15129,57,2
6306,40,2
11302,1050,5
11866,36,2
3390,59,2
9571,42,2
17670,60,2
141,56,2
16196,52,2
6332,46,2
8446,171,4
3283,41,2
1305,46,2
13095,46,2
10017,178,4
388,49,2
7355,49,2
16470,43,2
12120,180,4
11082,34,2
6287,52,2
3203,61,2
8766,37,2
14145,56,2
7523,58,2
12356,45,2
18028,172,4
311,46,2
9452,50,2
2240,166,4
17040,158,4
16134,159,4
14212,32,1
15801,57,2
2963,45,2
4330,152,4
6725,54,2
7831,57,2
17233,164,4
8061,57,2
5162,38,2
3288,147,3
10910,62,2
11078,46,2
16247,47,2
5214,181,4
7868,50,2
2082,49,2
18233,48,2
19321,167,4
12433,179,4
16128,53,2
845,156,4
19071,30,1
